"Respondent_ID","Age","Gender","Favorite_Pony","Fan_Segment","Annual_Spend_USD","Country"
"RESP_1160",10,"Male","Derpy Hooves","Casual Fan",106.82,"United States of America"
"RESP_0068",18,"Female","Fluttershy","Brony",225.8,"United Kingdom"
"RESP_0665",16,"Other","Big McIntosh","Casual Fan",36.59,"Germany"
"RESP_0582",11,"Other","Princess Celestia","General Public",41.76,"Australia"
"RESP_1264",18,"Female","Rainbow Dash","Brony",131.64,"United Kingdom"
"RESP_1219",26,"Male","Big McIntosh","General Public",2.29,"Canada"
"RESP_0849",11,"Other","Rarity","Child/Parent Collection",242.15,"Canada"
"RESP_0618",25,"Male","Applejack","Brony",229.94,"United States of America"
"RESP_0390",27,"Male","Rarity","General Public",39.12,"Australia"
"RESP_1371",26,"Male","Derpy Hooves","General Public",9.06,"United Kingdom"
"RESP_0448",42,"Female","Princess Celestia","Child/Parent Collection",86.05,"United Kingdom"
"RESP_0373",22,"Other","Pinkie Pie","Casual Fan",34.93,"United Kingdom"
"RESP_0554",30,"Female","Fluttershy","General Public",19.26,"Australia"
"RESP_0319",14,"Other","Discord","General Public",51.14,"United States of America"
"RESP_0979",24,"Other","Rarity","General Public",28.5892441860465,"Germany"
"RESP_0706",7,"Other","Derpy Hooves","Child/Parent Collection",47.58,"Japan"
"RESP_1163",6,"Other","Sunset Shimmer","Casual Fan",38.06,"Japan"
"RESP_1274",13,"Female","Discord","Casual Fan",5.31,"Japan"
"RESP_0133",23,"Other","Pinkie Pie","Casual Fan",15.6,"Canada"
"RESP_0737",14,"Other","Spike","General Public",48.73,"Australia"
"RESP_0490",13,"Female","Twilight Sparkle","General Public",14.79,"Germany"
"RESP_1224",17,"Other","Pinkie Pie","Casual Fan",40.43,"United Kingdom"
"RESP_0508",3,"Male","Princess Luna","General Public",44.94,"Germany"
"RESP_1321",23,"Male","Spike","Casual Fan",1.04,"United States of America"
"RESP_0732",31,"Other","Discord","Child/Parent Collection",23.07,"Australia"
"RESP_1472",27,"Other","Twilight Sparkle","Brony",201.15,"Japan"
"RESP_1049",15,"Other","Rarity","Casual Fan",52.34,"United States of America"
"RESP_0126",22,"Male","Trixie Lulamoon","Brony",405.47,"Canada"
"RESP_0501",26,"Male","Derpy Hooves","Brony",467.36,"United Kingdom"
"RESP_1122",20,"Other","Spike","Brony",106.24,"United States of America"
"RESP_1306",9,"Female","Discord","Casual Fan",86.85,"Japan"
"RESP_0586",13,"Other","Applejack","Casual Fan",5.57,"Australia"
"RESP_0916",26,"Other","Spike","Casual Fan",40.71,"Australia"
"RESP_0387",10,"Male","Big McIntosh","Child/Parent Collection",90.65,"Australia"
"RESP_0290",24,"Other","Princess Luna","General Public",3.61,"Australia"
"RESP_0931",14,"Female","Trixie Lulamoon","Brony",205.679818181818,"United Kingdom"
"RESP_1129",31,"Other","Princess Celestia","Casual Fan",14.88,"United States of America"
"RESP_0612",27,"Other","Discord","Brony",125.51,"Australia"
"RESP_1167",9,"Male","Princess Celestia","Child/Parent Collection",30.79,"Canada"
"RESP_1480",10,"Female","Derpy Hooves","Child/Parent Collection",94.46,"Australia"
"RESP_0041",17,"Male","Rainbow Dash","General Public",12.46,"United States of America"
"RESP_0340",22,"Other","Discord","Brony",125.83,"Canada"
"RESP_1047",11,"Other","Fluttershy","Casual Fan",20.57,"Germany"
"RESP_1062",20,"Other","Princess Luna","General Public",7.23,"United Kingdom"
"RESP_1152",24,"Other","Fluttershy","Brony",141.59,"United States of America"
"RESP_0807",13,"Other","Big McIntosh","General Public",26.76,"Germany"
"RESP_0084",26,"Female","Starlight Glimmer","General Public",51.85,"United Kingdom"
"RESP_0116",26,"Male","Big McIntosh","General Public",48.34,"Japan"
"RESP_1191",21,"Male","Sunset Shimmer","Brony",206.82,"Australia"
"RESP_0354",9,"Male","Princess Luna","Child/Parent Collection",122.87,"Japan"
"RESP_0465",35,"Other","Twilight Sparkle","Child/Parent Collection",124.16,"Australia"
"RESP_1257",27,"Other","Fluttershy","General Public",12.82,"Canada"
"RESP_0708",13,"Female","Applejack","General Public",24.64,"Japan"
"RESP_0271",15,"Other","Starlight Glimmer","General Public",35.72,"Canada"
"RESP_0978",24,"Other","Fluttershy","General Public",35.54,"United Kingdom"
"RESP_1290",9,"Other","Rainbow Dash","General Public",24.95,"Canada"
"RESP_0611",22,"Other","Princess Luna","Casual Fan",20.96,"United States of America"
"RESP_0870",15,"Male","Princess Luna","Brony",100.35,"United Kingdom"
"RESP_0378",14,"Other","Derpy Hooves","Casual Fan",24.72,"United States of America"
"RESP_1439",18,"Other","Applejack","Brony",393.26,"Japan"
"RESP_0097",3,"Other","Discord","General Public",28.79,"United Kingdom"
"RESP_0559",13,"Male","Trixie Lulamoon","General Public",32.62,"United Kingdom"
"RESP_1270",12,"Other","Fluttershy","General Public",61.51,"United States of America"
"RESP_1407",15,"Other","Applejack","Brony",103.48,"United States of America"
"RESP_0914",16,"Other","Rarity","General Public",11.74,"United States of America"
"RESP_0049",10,"Other","Trixie Lulamoon","Casual Fan",43.66,"Japan"
"RESP_0928",18,"Female","Twilight Sparkle","Casual Fan",11.03,"United Kingdom"
"RESP_1474",5,"Female","Fluttershy","General Public",22.49,"Germany"
"RESP_1085",15,"Male","Rarity","Casual Fan",17.17,"United States of America"
"RESP_0154",13,"Male","Rainbow Dash","Brony",219.77,"Other"
"RESP_0238",29,"Other","Big McIntosh","Brony",288.09,"United Kingdom"
"RESP_0055",12,"Female","Derpy Hooves","Casual Fan",12.69,"United States of America"
"RESP_0395",12,"Other","Sunset Shimmer","Child/Parent Collection",136.16,"Japan"
"RESP_0124",20,"Male","Big McIntosh","Casual Fan",20.65,"Other"
"RESP_0356",22,"Other","Princess Luna","General Public",18.01,"Canada"
"RESP_0432",18,"Other","Big McIntosh","Casual Fan",10.87,"Germany"
"RESP_0135",32,"Other","Rarity","Child/Parent Collection",59.07,"Japan"
"RESP_0474",29,"Male","Big McIntosh","General Public",19.61,"Australia"
"RESP_0269",9,"Male","Pinkie Pie","Child/Parent Collection",47.8,"United States of America"
"RESP_0386",24,"Male","Rainbow Dash","Casual Fan",77.81,"United States of America"
"RESP_0098",16,"Other","Starlight Glimmer","General Public",4.61,"United Kingdom"
"RESP_0221",23,"Other","Twilight Sparkle","Brony",147.62,"Canada"
"RESP_0042",21,"Other","Starlight Glimmer","General Public",2.73,"Germany"
"RESP_0220",18,"Other","Big McIntosh","Casual Fan",22.75,"Other"
"RESP_0548",20,"Female","Princess Celestia","General Public",18.57,"United Kingdom"
"RESP_1389",11,"Other","Princess Celestia","Child/Parent Collection",144.58,"Germany"
"RESP_0620",10,"Male","Rainbow Dash","Child/Parent Collection",49.14,"Germany"
"RESP_0956",25,"Female","Sunset Shimmer","Brony",193.31,"Canada"
"RESP_1095",34,"Female","Starlight Glimmer","Casual Fan",44.31,"United States of America"
"RESP_0639",22,"Male","Pinkie Pie","Casual Fan",61.96,"Other"
"RESP_0013",18,"Other","Fluttershy","Casual Fan",44.55,"United Kingdom"
"RESP_0502",23,"Female","Applejack","General Public",16.11,"United Kingdom"
"RESP_0604",24,"Other","Derpy Hooves","Casual Fan",16.04,"Japan"
"RESP_0641",16,"Other","Twilight Sparkle","Brony",197.02,"Germany"
"RESP_0994",28,"Other","Trixie Lulamoon","General Public",25.07,"United Kingdom"
"RESP_0622",6,"Male","Princess Celestia","Child/Parent Collection",294.25,"United States of America"
"RESP_1091",23,"Female","Rarity","Brony",178.54,"United Kingdom"
"RESP_0883",28,"Male","Rainbow Dash","Brony",196.29,"United States of America"
"RESP_1079",18,"Other","Spike","General Public",13.15,"United States of America"
"RESP_0971",30,"Female","Big McIntosh","Brony",132.53,"Japan"
"RESP_1364",31,"Other","Rarity","Brony",331.6,"United States of America"
"RESP_0694",7,"Other","Applejack","Child/Parent Collection",187.83,"United States of America"
"RESP_1000",19,"Other","Princess Luna","Casual Fan",24.13,"Canada"
"RESP_0651",10,"Other","Fluttershy","General Public",20.38,"Germany"
"RESP_0886",14,"Male","Rarity","Casual Fan",25.67,"Canada"
"RESP_1397",26,"Other","Rarity","General Public",17.79,"United States of America"
"RESP_1481",45,"Male","Fluttershy","Child/Parent Collection",130.08,"United States of America"
"RESP_0740",19,"Male","Discord","Casual Fan",23.07,"United Kingdom"
"RESP_0225",30,"Female","Princess Luna","Casual Fan",3.45,"Japan"
"RESP_0337",44,"Male","Spike","Child/Parent Collection",26.35,"United Kingdom"
"RESP_0233",26,"Female","Big McIntosh","Casual Fan",11.82,"Japan"
"RESP_1361",17,"Other","Pinkie Pie","Casual Fan",58.87,"United Kingdom"
"RESP_1408",12,"Other","Spike","Casual Fan",24.33,"United States of America"
"RESP_0729",38,"Other","Derpy Hooves","Child/Parent Collection",94.99,"Japan"
"RESP_0469",6,"Other","Starlight Glimmer","Child/Parent Collection",79.04,"United Kingdom"
"RESP_0672",18,"Other","Fluttershy","General Public",10.48,"Australia"
"RESP_0206",21,"Other","Princess Luna","General Public",30.68,"United Kingdom"
"RESP_0004",20,"Male","Rarity","Brony",144.86,"United States of America"
"RESP_1412",43,"Male","Rainbow Dash","Child/Parent Collection",102.58,"United Kingdom"
"RESP_0826",24,"Male","Big McIntosh","Brony",255.56,"Japan"
"RESP_0747",15,"Male","Big McIntosh","Brony",101.34,"United Kingdom"
"RESP_1489",15,"Other","Applejack","Casual Fan",35.83,"Canada"
"RESP_0869",28,"Male","Spike","Brony",224.04,"United States of America"
"RESP_0944",25,"Male","Sunset Shimmer","Brony",239.83,"Other"
"RESP_1273",25,"Male","Sunset Shimmer","Brony",195.36,"Germany"
"RESP_1040",11,"Other","Fluttershy","Child/Parent Collection",25.22,"United Kingdom"
"RESP_0654",23,"Female","Pinkie Pie","Brony",325.24,"Canada"
"RESP_1386",19,"Other","Starlight Glimmer","Brony",204.49,"United Kingdom"
"RESP_0894",20,"Other","Big McIntosh","General Public",12.39,"Australia"
"RESP_0158",16,"Male","Pinkie Pie","Casual Fan",31.17,"United States of America"
"RESP_1436",22,"Other","Rainbow Dash","Brony",177.63,"United Kingdom"
"RESP_0463",21,"Other","Rarity","Casual Fan",62.81,"Australia"
"RESP_0161",8,"Male","Discord","Child/Parent Collection",77.31,"Canada"
"RESP_0306",19,"Male","Rainbow Dash","Casual Fan",39.05,"Canada"
"RESP_0396",5,"Other","Fluttershy","Child/Parent Collection",101.32,"Australia"
"RESP_0400",35,"Other","Derpy Hooves","Child/Parent Collection",42.44,"Australia"
"RESP_1183",29,"Female","Big McIntosh","Casual Fan",19.04,"Other"
"RESP_0718",29,"Female","Big McIntosh","Casual Fan",4.21,"Germany"
"RESP_1491",17,"Male","Rainbow Dash","General Public",22.18,"United Kingdom"
"RESP_1352",15,"Male","Pinkie Pie","Brony",245.61,"Australia"
"RESP_1179",20,"Other","Pinkie Pie","Casual Fan",18.94,"United States of America"
"RESP_0798",14,"Male","Rainbow Dash","General Public",25.3,"United States of America"
"RESP_0063",26,"Other","Derpy Hooves","General Public",31.12,"United States of America"
"RESP_1289",12,"Female","Princess Celestia","Casual Fan",40.01,"United Kingdom"
"RESP_0458",7,"Other","Derpy Hooves","Child/Parent Collection",268.93,"United States of America"
"RESP_1349",31,"Other","Discord","Brony",157.15,"United States of America"
"RESP_0479",41,"Other","Twilight Sparkle","Child/Parent Collection",47.48,"United Kingdom"
"RESP_0947",24,"Female","Applejack","Brony",203.54,"United Kingdom"
"RESP_1141",21,"Male","Discord","Brony",149.04,"Australia"
"RESP_1425",32,"Female","Spike","Child/Parent Collection",54.32,"United States of America"
"RESP_0650",17,"Male","Rainbow Dash","Brony",226.18,"United Kingdom"
"RESP_1094",10,"Other","Sunset Shimmer","Casual Fan",1.61,"Japan"
"RESP_1252",17,"Other","Trixie Lulamoon","General Public",17.75,"United Kingdom"
"RESP_0348",28,"Other","Princess Luna","Brony",352.77,"Canada"
"RESP_0447",17,"Female","Sunset Shimmer","General Public",62.22,"Japan"
"RESP_1378",29,"Other","Discord","Casual Fan",24.27,"Australia"
"RESP_0380",17,"Male","Spike","General Public",24.51,"Germany"
"RESP_1334",31,"Other","Big McIntosh","Casual Fan",37.34,"Japan"
"RESP_0780",33,"Other","Pinkie Pie","Child/Parent Collection",85.35,"United States of America"
"RESP_0232",41,"Female","Starlight Glimmer","Child/Parent Collection",92.79,"Canada"
"RESP_0383",11,"Other","Big McIntosh","Casual Fan",10.56,"Australia"
"RESP_0713",19,"Other","Pinkie Pie","Brony",164.41,"Australia"
"RESP_0073",25,"Other","Spike","Brony",164.72,"Germany"
"RESP_0071",19,"Other","Pinkie Pie","Casual Fan",32.21,"United States of America"
"RESP_1488",16,"Other","Fluttershy","General Public",36.82,"United States of America"
"RESP_1147",25,"Other","Rarity","Brony",253.82,"United Kingdom"
"RESP_0172",9,"Other","Starlight Glimmer","Child/Parent Collection",21.07,"Japan"
"RESP_0169",35,"Other","Discord","Child/Parent Collection",68.41,"Canada"
"RESP_0494",8,"Other","Starlight Glimmer","Child/Parent Collection",218.27,"Japan"
"RESP_0631",29,"Female","Sunset Shimmer","Casual Fan",12.88,"Germany"
"RESP_0596",18,"Male","Derpy Hooves","Brony",179.61,"United Kingdom"
"RESP_0273",26,"Other","Princess Luna","Brony",227.75,"Japan"
"RESP_0977",9,"Other","Rarity","Child/Parent Collection",14.22,"Canada"
"RESP_0421",17,"Female","Rainbow Dash","Casual Fan",18.83,"Germany"
"RESP_0095",14,"Male","Pinkie Pie","Casual Fan",29.43,"United States of America"
"RESP_1121",15,"Male","Rarity","Casual Fan",62.67,"United Kingdom"
"RESP_1227",18,"Female","Rainbow Dash","Casual Fan",8.65,"United States of America"
"RESP_0043",22,"Female","Princess Luna","General Public",23.59,"United States of America"
"RESP_0057",25,"Female","Starlight Glimmer","Brony",207.02,"Australia"
"RESP_1262",39,"Male","Twilight Sparkle","Child/Parent Collection",92.6,"United States of America"
"RESP_0721",17,"Male","Rainbow Dash","Brony",196.21,"Japan"
"RESP_0667",4,"Other","Rarity","Casual Fan",27.52,"United Kingdom"
"RESP_0039",37,"Other","Rarity","Child/Parent Collection",66.53,"United Kingdom"
"RESP_0307",28,"Female","Princess Luna","Brony",197.19,"Australia"
"RESP_0700",40,"Female","Rainbow Dash","Child/Parent Collection",71.3,"Australia"
"RESP_0877",21,"Female","Princess Luna","Brony",18.69,"United States of America"
"RESP_0409",31,"Other","Sunset Shimmer","Casual Fan",33.61,"Australia"
"RESP_0167",32,"Other","Derpy Hooves","General Public",27.31,"Canada"
"RESP_0535",15,"Female","Derpy Hooves","Casual Fan",33.38,"Germany"
"RESP_1124",21,"Other","Princess Celestia","General Public",14.4,"Australia"
"RESP_1464",30,"Other","Spike","General Public",21.27,"United States of America"
"RESP_1098",27,"Other","Princess Luna","Brony",375.84,"Canada"
"RESP_1454",30,"Other","Derpy Hooves","Casual Fan",6.34,"Australia"
"RESP_0735",16,"Other","Applejack","General Public",59.93,"Germany"
"RESP_1233",27,"Female","Derpy Hooves","General Public",9.14,"Japan"
"RESP_0317",12,"Other","Rainbow Dash","Child/Parent Collection",67.88,"United Kingdom"
"RESP_1286",6,"Male","Applejack","General Public",18.63,"Germany"
"RESP_1325",32,"Male","Starlight Glimmer","General Public",45.07,"United Kingdom"
"RESP_0517",20,"Male","Princess Luna","Casual Fan",7.23,"Germany"
"RESP_1159",25,"Other","Fluttershy","Brony",233.93,"Germany"
"RESP_0534",12,"Male","Princess Luna","Child/Parent Collection",8.36,"Australia"
"RESP_0692",14,"Other","Fluttershy","Casual Fan",3.67,"United Kingdom"
"RESP_0638",20,"Other","Fluttershy","Casual Fan",6.21,"Japan"
"RESP_0841",21,"Other","Derpy Hooves","Casual Fan",7.35,"Canada"
"RESP_0454",35,"Male","Princess Celestia","Child/Parent Collection",12.66,"United Kingdom"
"RESP_0607",10,"Male","Applejack","Child/Parent Collection",94.330547112462,"United States of America"
"RESP_1307",19,"Female","Twilight Sparkle","Brony",223.45,"United Kingdom"
"RESP_1258",38,"Other","Spike","Child/Parent Collection",80.02,"United Kingdom"
"RESP_0599",24,"Female","Rarity","General Public",54.45,"Germany"
"RESP_0830",14,"Male","Big McIntosh","General Public",7.86,"Germany"
"RESP_0571",44,"Other","Big McIntosh","Child/Parent Collection",253.9,"United States of America"
"RESP_0682",17,"Other","Princess Celestia","Casual Fan",9.64,"United Kingdom"
"RESP_0537",19,"Other","Fluttershy","Casual Fan",56.07,"Germany"
"RESP_1052",28,"Other","Rarity","Brony",283.29,"Other"
"RESP_0245",25,"Other","Trixie Lulamoon","Brony",401.09,"United States of America"
"RESP_0026",18,"Female","Big McIntosh","Casual Fan",17.87,"Canada"
"RESP_0223",28,"Other","Rainbow Dash","General Public",45.95,"United Kingdom"
"RESP_0972",45,"Other","Pinkie Pie","Child/Parent Collection",58.22,"Canada"
"RESP_1116",23,"Male","Rainbow Dash","Casual Fan",13.56,"United Kingdom"
"RESP_0510",22,"Female","Applejack","Brony",240.22,"United Kingdom"
"RESP_0132",21,"Other","Fluttershy","Brony",265.1,"Japan"
"RESP_1478",30,"Other","Princess Luna","Casual Fan",15.57,"United States of America"
"RESP_0445",21,"Other","Spike","Brony",282.98,"United States of America"
"RESP_0685",35,"Other","Princess Luna","Child/Parent Collection",196.47,"Australia"
"RESP_0509",23,"Other","Spike","Brony",193.83,"United Kingdom"
"RESP_0076",37,"Male","Spike","Child/Parent Collection",106.04,"United States of America"
"RESP_0037",4,"Female","Rainbow Dash","Child/Parent Collection",50.3,"United States of America"
"RESP_1360",25,"Male","Applejack","Brony",200.81,"United States of America"
"RESP_0058",7,"Other","Starlight Glimmer","Child/Parent Collection",162.64,"United Kingdom"
"RESP_0197",22,"Female","Rarity","Brony",351.63,"Canada"
"RESP_1277",19,"Female","Discord","Casual Fan",30.71,"United States of America"
"RESP_0752",16,"Other","Applejack","Casual Fan",26.2,"Germany"
"RESP_1165",7,"Female","Trixie Lulamoon","Child/Parent Collection",86.51,"United States of America"
"RESP_0705",36,"Other","Princess Luna","Child/Parent Collection",105.9,"Canada"
"RESP_0478",45,"Female","Spike","Child/Parent Collection",92.31,"Japan"
"RESP_0087",24,"Other","Sunset Shimmer","Brony",234.8,"Canada"
"RESP_1421",17,"Female","Starlight Glimmer","Casual Fan",51.34,"United States of America"
"RESP_0562",21,"Other","Twilight Sparkle","Brony",163.75,"Japan"
"RESP_0335",24,"Other","Spike","Brony",155.98,"United States of America"
"RESP_1063",26,"Other","Discord","General Public",57.21,"Australia"
"RESP_1131",25,"Other","Discord","General Public",27.27,"Canada"
"RESP_0958",27,"Other","Pinkie Pie","Brony",274.31,"Germany"
"RESP_1195",20,"Other","Starlight Glimmer","Brony",205.679818181818,"United Kingdom"
"RESP_0539",19,"Female","Applejack","General Public",21.8,"Germany"
"RESP_1328",23,"Male","Starlight Glimmer","General Public",54.26,"Australia"
"RESP_0673",21,"Other","Pinkie Pie","General Public",52.94,"United States of America"
"RESP_0419",23,"Female","Derpy Hooves","Casual Fan",30.25,"United Kingdom"
"RESP_1339",3,"Female","Trixie Lulamoon","General Public",52.57,"Japan"
"RESP_1441",13,"Female","Discord","Casual Fan",46.69,"Japan"
"RESP_1418",28,"Other","Twilight Sparkle","Casual Fan",45.98,"United States of America"
"RESP_0574",27,"Male","Spike","Casual Fan",22.41,"United Kingdom"
"RESP_1193",9,"Male","Twilight Sparkle","Child/Parent Collection",90.33,"Japan"
"RESP_1308",23,"Other","Starlight Glimmer","Brony",487.6,"Japan"
"RESP_0333",25,"Female","Starlight Glimmer","Brony",137.85,"Japan"
"RESP_0875",13,"Other","Trixie Lulamoon","General Public",48.52,"Germany"
"RESP_0575",10,"Female","Derpy Hooves","Casual Fan",29.4868361581921,"Australia"
"RESP_1345",19,"Male","Spike","General Public",23.47,"Australia"
"RESP_1128",16,"Other","Big McIntosh","General Public",8.88,"Other"
"RESP_1123",10,"Male","Rainbow Dash","Child/Parent Collection",123.84,"United Kingdom"
"RESP_1405",6,"Other","Trixie Lulamoon","Child/Parent Collection",85.48,"United Kingdom"
"RESP_1246",7,"Female","Fluttershy","Child/Parent Collection",104.2,"United States of America"
"RESP_1448",31,"Other","Trixie Lulamoon","General Public",5.94,"Germany"
"RESP_1393",5,"Female","Starlight Glimmer","Child/Parent Collection",63.46,"Canada"
"RESP_1356",11,"Other","Princess Celestia","Child/Parent Collection",64.12,"Canada"
"RESP_1326",24,"Other","Derpy Hooves","Brony",162.44,"Japan"
"RESP_0414",29,"Other","Fluttershy","Casual Fan",4.18,"Japan"
"RESP_0305",36,"Other","Rarity","Child/Parent Collection",68.48,"United Kingdom"
"RESP_1248",6,"Other","Rarity","General Public",79.72,"Japan"
"RESP_0800",13,"Other","Applejack","General Public",53.75,"Japan"
"RESP_0075",27,"Other","Twilight Sparkle","Casual Fan",9.47,"United Kingdom"
"RESP_0903",17,"Other","Fluttershy","Brony",293.85,"United States of America"
"RESP_0523",40,"Other","Starlight Glimmer","Child/Parent Collection",180.86,"United Kingdom"
"RESP_0336",33,"Male","Twilight Sparkle","Child/Parent Collection",90.36,"Australia"
"RESP_0570",29,"Female","Princess Celestia","General Public",25.41,"Other"
"RESP_0591",15,"Male","Discord","Casual Fan",44.7,"Canada"
"RESP_0089",27,"Male","Starlight Glimmer","Casual Fan",29.4868361581921,"Germany"
"RESP_1499",22,"Other","Big McIntosh","Brony",281.38,"United Kingdom"
"RESP_0218",38,"Other","Princess Celestia","Child/Parent Collection",88.61,"Australia"
"RESP_1127",21,"Female","Sunset Shimmer","General Public",11.38,"United States of America"
"RESP_0174",5,"Other","Starlight Glimmer","Child/Parent Collection",120.55,"United States of America"
"RESP_1419",24,"Male","Big McIntosh","Casual Fan",18.54,"United Kingdom"
"RESP_0222",20,"Other","Fluttershy","Brony",237.68,"Canada"
"RESP_0320",22,"Female","Starlight Glimmer","General Public",46.49,"Australia"
"RESP_1344",16,"Other","Spike","General Public",44.51,"United Kingdom"
"RESP_1381",17,"Female","Pinkie Pie","General Public",59.98,"United States of America"
"RESP_1226",22,"Other","Big McIntosh","Casual Fan",21.82,"United Kingdom"
"RESP_0267",25,"Male","Starlight Glimmer","Brony",106.21,"Other"
"RESP_0007",7,"Other","Rainbow Dash","Casual Fan",11.22,"United States of America"
"RESP_1293",22,"Other","Princess Celestia","General Public",59.1,"United Kingdom"
"RESP_1452",24,"Female","Princess Celestia","Brony",184.75,"United States of America"
"RESP_0139",30,"Other","Sunset Shimmer","General Public",31.52,"United Kingdom"
"RESP_0164",16,"Female","Pinkie Pie","Brony",236.87,"Canada"
"RESP_1281",12,"Female","Starlight Glimmer","Casual Fan",31.87,"Japan"
"RESP_0595",30,"Female","Rarity","Brony",151.79,"Japan"
"RESP_1456",20,"Other","Spike","Brony",109.01,"Japan"
"RESP_1363",20,"Other","Starlight Glimmer","General Public",10.58,"Japan"
"RESP_1119",5,"Other","Princess Celestia","Child/Parent Collection",132,"Australia"
"RESP_1466",21,"Other","Applejack","Brony",136.7,"Japan"
"RESP_0524",36,"Other","Pinkie Pie","Child/Parent Collection",155.79,"Germany"
"RESP_0900",27,"Female","Sunset Shimmer","Casual Fan",29.73,"Canada"
"RESP_0858",16,"Other","Trixie Lulamoon","Brony",256.02,"Australia"
"RESP_0579",15,"Male","Pinkie Pie","Casual Fan",9.07,"Australia"
"RESP_1024",34,"Female","Rarity","Child/Parent Collection",135.54,"United States of America"
"RESP_0020",28,"Female","Big McIntosh","Brony",105.03,"United States of America"
"RESP_0733",17,"Other","Big McIntosh","Brony",153.37,"Canada"
"RESP_0634",24,"Male","Spike","Casual Fan",46.3,"United States of America"
"RESP_0803",26,"Female","Rainbow Dash","General Public",22.43,"United States of America"
"RESP_0619",5,"Other","Starlight Glimmer","Child/Parent Collection",78.27,"United States of America"
"RESP_0817",30,"Other","Big McIntosh","General Public",44.2,"United Kingdom"
"RESP_1217",19,"Male","Princess Luna","Casual Fan",48.32,"Other"
"RESP_0789",30,"Female","Sunset Shimmer","General Public",7.26,"Other"
"RESP_0138",8,"Male","Rainbow Dash","Child/Parent Collection",51.67,"United Kingdom"
"RESP_0558",42,"Male","Derpy Hooves","Child/Parent Collection",204.48,"Germany"
"RESP_0698",23,"Other","Spike","Brony",190.46,"United Kingdom"
"RESP_1265",29,"Male","Discord","General Public",75.89,"United States of America"
"RESP_1409",27,"Other","Big McIntosh","Casual Fan",15.27,"Australia"
"RESP_1229",13,"Other","Pinkie Pie","Casual Fan",7.18,"Germany"
"RESP_1317",21,"Other","Pinkie Pie","General Public",36.12,"United Kingdom"
"RESP_0369",32,"Other","Fluttershy","Brony",108.63,"United States of America"
"RESP_1451",29,"Male","Princess Luna","General Public",25.55,"United Kingdom"
"RESP_1012",30,"Other","Fluttershy","General Public",28.5892441860465,"Germany"
"RESP_0328",10,"Other","Princess Luna","Casual Fan",49.32,"Japan"
"RESP_0318",34,"Female","Discord","Child/Parent Collection",86.8,"United Kingdom"
"RESP_1174",28,"Male","Derpy Hooves","Brony",224.46,"Australia"
"RESP_0529",19,"Other","Princess Luna","Brony",227.03,"Japan"
"RESP_0527",16,"Female","Princess Celestia","Casual Fan",14.9,"Japan"
"RESP_0088",50,"Other","Starlight Glimmer","General Public",60.64,"Canada"
"RESP_0480",24,"Female","Applejack","Casual Fan",13.3,"Germany"
"RESP_0339",24,"Female","Spike","Casual Fan",52.4,"United Kingdom"
"RESP_0658",27,"Other","Big McIntosh","Brony",269.13,"Japan"
"RESP_1485",29,"Male","Princess Luna","General Public",14.89,"Japan"
"RESP_1424",29,"Female","Trixie Lulamoon","Brony",173.86,"United States of America"
"RESP_0029",24,"Other","Discord","Brony",353.6,"Canada"
"RESP_0247",20,"Female","Trixie Lulamoon","General Public",10.32,"Japan"
"RESP_0366",25,"Other","Twilight Sparkle","Casual Fan",53.62,"Australia"
"RESP_0799",21,"Other","Princess Luna","Brony",200.4,"United Kingdom"
"RESP_1161",23,"Female","Trixie Lulamoon","Brony",133.9,"Canada"
"RESP_0199",19,"Other","Pinkie Pie","Brony",278.68,"Canada"
"RESP_0821",22,"Other","Trixie Lulamoon","Brony",72.89,"Australia"
"RESP_0745",29,"Other","Derpy Hooves","Casual Fan",32.86,"Other"
"RESP_0975",35,"Female","Princess Celestia","Child/Parent Collection",40.09,"Japan"
"RESP_0405",10,"Male","Twilight Sparkle","Casual Fan",5.31,"United States of America"
"RESP_0839",22,"Other","Derpy Hooves","General Public",10.27,"United Kingdom"
"RESP_0484",9,"Male","Princess Celestia","Casual Fan",31.6,"Japan"
"RESP_0159",11,"Female","Starlight Glimmer","Casual Fan",22.85,"Japan"
"RESP_0316",21,"Other","Twilight Sparkle","Casual Fan",16.83,"Japan"
"RESP_0257",21,"Other","Rainbow Dash","Brony",106.45,"Australia"
"RESP_0008",8,"Female","Fluttershy","General Public",14.68,"Australia"
"RESP_1225",3,"Other","Big McIntosh","General Public",60.56,"Germany"
"RESP_0385",19,"Female","Applejack","General Public",8.61,"Japan"
"RESP_0867",41,"Other","Twilight Sparkle","Child/Parent Collection",30.57,"Canada"
"RESP_0178",28,"Female","Princess Luna","Brony",87.77,"United Kingdom"
"RESP_0957",9,"Male","Trixie Lulamoon","Child/Parent Collection",122.18,"Germany"
"RESP_0315",8,"Male","Big McIntosh","General Public",36.01,"United Kingdom"
"RESP_0358",21,"Other","Discord","General Public",33.77,"United States of America"
"RESP_0299",39,"Other","Spike","Child/Parent Collection",22.49,"Australia"
"RESP_0456",38,"Other","Big McIntosh","General Public",8.62,"United Kingdom"
"RESP_0544",27,"Male","Sunset Shimmer","Casual Fan",42.3,"Other"
"RESP_0663",20,"Male","Rainbow Dash","General Public",27.72,"Australia"
"RESP_0597",19,"Female","Twilight Sparkle","General Public",28.86,"Australia"
"RESP_1279",13,"Female","Sunset Shimmer","General Public",4.84,"Japan"
